season,href,name,dob,height,weight,age_year_end_days,age_year_end_years
2013,pp-western-bulldogs--ryan-griffen,Ryan Griffen,1986-07-27,192,88,10009,27.422
2013,pp-geelong-cats--joel-selwood,Joel Selwood,1988-05-26,183,84,9340,25.589
2013,pp-collingwood-magpies--scott-pendlebury,Scott Pendlebury,1988-01-07,191,86,9480,25.973
2013,pp-adelaide-crows--patrick-dangerfield,Patrick Dangerfield,1990-04-05,189,97,8661,23.729
2013,pp-collingwood-magpies--travis-cloke,Travis Cloke,1987-03-05,196,105,9788,26.816
2013,pp-sydney-swans--kieran-jack,Kieren Jack,1987-06-28,178,81,9673,26.501
2013,pp-hawthorn-hawks--jarryd-roughead,Jarryd Roughead,1987-01-23,193,98,9829,26.929
2013,pp-greater-western-sydney-giants--jeremy-cameron,Jeremy Cameron,1993-04-01,196,94,7569,20.737
2013,pp-port-adelaide-power--chad-wingard,Chad Wingard,1993-07-29,183,82,7450,20.411
2013,pp-western-bulldogs--will-minson,Will Minson,1985-04-11,199,106,10481,28.715
2013,pp-collingwood-magpies--dane-swan,Dane Swan,1984-02-25,185,93,10892,29.841
2013,pp-gold-coast-suns--gary-jnr-ablett,Gary Ablett,1984-05-14,182,87,10813,29.625
2013,pp-port-adelaide-power--travis-boak,Travis Boak,1988-08-01,183,85,9273,25.405
2013,pp-sydney-swans--daniel-hannebery,Daniel Hannebery,1991-02-24,181,81,8336,22.838
2013,pp-essendon-bombers--jobe-watson,Jobe Watson,1985-02-08,191,93,10543,28.885
2013,pp-geelong-cats--andrew-mackie,Andrew Mackie,1984-08-07,193,82,10728,29.392
2014,pp-essendon-bombers--cale-hooker,Cale Hooker,1988-10-13,198,103,9565,26.205
2014,pp-adelaide-crows--daniel-talia,Daniel Talia,1991-10-02,197,98,8481,23.236
2014,pp-sydney-swans--nick-smith-1,Nick Smith,1988-06-12,183,83,9688,26.542
2014,pp-sydney-swans--nick-malceski,Nick Malceski,1984-08-15,189,86,11085,30.37
2014,pp-richmond-tigers--alex-rance,Alex Rance,1989-10-09,194,95,9204,25.216
2014,pp-adelaide-crows--brodie-smith,Brodie Smith,1992-01-14,189,88,8377,22.951
2014,pp-fremantle-dockers--nathan-fyfe,Nathan Fyfe,1991-09-18,191,94,8495,23.274
2014,pp-sydney-swans--josh-p--kennedy,Josh P. Kennedy,1988-06-20,188,96,9680,26.521
2014,pp-essendon-bombers--dyson-heppell,Dyson Heppell,1992-05-14,189,87,8256,22.619
2014,pp-port-adelaide-power--robert-gray,Robbie Gray,1988-03-30,183,84,9762,26.745
2014,pp-st-kilda-saints--nick-riewoldt,Nick Riewoldt,1982-10-17,193,92,11753,32.2
2014,pp-hawthorn-hawks--luke-breust,Luke Breust,1990-11-11,184,83,8806,24.126
2014,pp-fremantle-dockers--hayden-ballantyne,Hayden Ballantyne,1987-07-16,173,79,10020,27.452
2014,pp-sydney-swans--lance-franklin,Lance Franklin,1987-01-30,199,106,10187,27.91
2014,pp-hawthorn-hawks--jarryd-roughead,Jarryd Roughead,1987-01-23,193,98,10194,27.929
2014,pp-fremantle-dockers--aaron-sandilands,Aaron Sandilands,1982-12-06,211,118,11703,32.063
2014,pp-geelong-cats--joel-selwood,Joel Selwood,1988-05-26,183,84,9705,26.589
2014,pp-gold-coast-suns--gary-jnr-ablett,Gary Ablett,1984-05-14,182,87,11178,30.625
2014,pp-hawthorn-hawks--jordan-lewis,Jordan Lewis,1986-04-24,186,86,10468,28.679
2014,pp-collingwood-magpies--scott-pendlebury,Scott Pendlebury,1988-01-07,191,86,9845,26.973
2014,pp-port-adelaide-power--travis-boak,Travis Boak,1988-08-01,183,85,9638,26.405
2014,pp-brisbane-lions--tom-rockliff,Tom Rockliff,1990-02-22,185,85,9068,24.844
2015,pp-hawthorn-hawks--joshua-gibson,Josh Gibson,1984-03-13,189,93,11605,31.795
2015,pp-richmond-tigers--alex-rance,Alex Rance,1989-10-09,194,95,9569,26.216
2015,pp-greater-western-sydney-giants--heath-shaw,Heath Shaw,1985-11-27,183,86,10981,30.085
2015,pp-western-bulldogs--easton-wood,Easton Wood,1989-09-04,187,86,9604,26.312
2015,pp-essendon-bombers--michael-hurley,Michael Hurley,1990-06-01,193,94,9334,25.573
2015,pp-western-bulldogs--robert-murphy,Robert Murphy,1982-06-09,187,81,12248,33.556
2015,pp-sydney-swans--daniel-hannebery,Daniel Hannebery,1991-02-24,181,81,9066,24.838
2015,pp-west-coast-eagles--matthew-priddis,Matthew Priddis,1985-03-21,184,90,11232,30.773
2015,pp-west-coast-eagles--andrew-gaff,Andrew Gaff,1992-06-16,183,85,8588,23.529
2015,pp-port-adelaide-power--chad-wingard,Chad Wingard,1993-07-29,183,82,8180,22.411
2015,pp-richmond-tigers--jack-riewoldt,Jack Riewoldt,1988-10-31,193,92,9912,27.156
2015,pp-hawthorn-hawks--cyril-rioli,Cyril Rioli,1989-07-14,177,80,9656,26.455
2015,pp-adelaide-crows--edward-betts,Eddie Betts,1986-11-26,174,74,10617,29.088
2015,pp-west-coast-eagles--joshua-kennedy,Joshua Kennedy,1987-08-25,196,102,10345,28.342
2015,pp-western-bulldogs--jake-stringer,Jake Stringer,1994-04-25,192,90,7910,21.671
2015,pp-kangaroos--todd-goldstein,Todd Goldstein,1988-07-01,201,103,10034,27.49
2015,pp-fremantle-dockers--nathan-fyfe,Nathan Fyfe,1991-09-18,191,94,8860,24.274
2015,pp-adelaide-crows--patrick-dangerfield,Patrick Dangerfield,1990-04-05,189,97,9391,25.729
2015,pp-richmond-tigers--brett-deledio,Brett Deledio,1987-04-18,188,88,10474,28.696
2015,pp-port-adelaide-power--robert-gray,Robbie Gray,1988-03-30,183,84,10127,27.745
2015,pp-hawthorn-hawks--sam-mitchell,Sam Mitchell,1982-10-12,180,84,12123,33.214
2015,pp-fremantle-dockers--david-mundy,David Mundy,1985-07-20,192,92,11111,30.441
2016,pp-sydney-swans--dane-rampe,Dane Rampe,1990-06-02,188,91,9699,26.573
2016,pp-richmond-tigers--alex-rance,Alex Rance,1989-10-09,194,95,9935,27.219
2016,pp-west-coast-eagles--jeremy-mcgovern,Jeremy McGovern,1992-04-15,197,99,9016,24.701
2016,pp-greater-western-sydney-giants--heath-shaw,Heath Shaw,1985-11-27,183,86,11347,31.088
2016,pp-adelaide-crows--daniel-talia,Daniel Talia,1991-10-02,197,98,9212,25.238
2016,pp-geelong-cats--corey-enright,Corey Enright,1981-09-14,187,90,12882,35.293
2016,pp-sydney-swans--daniel-hannebery,Daniel Hannebery,1991-02-24,181,81,9432,25.841
2016,pp-sydney-swans--josh-p--kennedy,Josh P. Kennedy,1988-06-20,188,96,10411,28.523
2016,pp-adelaide-crows--rory-sloane,Rory Sloane,1990-03-17,183,82,9776,26.784
2016,pp-greater-western-sydney-giants--toby-greene,Toby Greene,1993-09-25,182,84,8488,23.255
2016,pp-sydney-swans--lance-franklin,Lance Franklin,1987-01-30,199,106,10918,29.912
2016,pp-hawthorn-hawks--cyril-rioli,Cyril Rioli,1989-07-14,177,80,10022,27.458
2016,pp-adelaide-crows--edward-betts,Eddie Betts,1986-11-26,174,74,10983,30.09
2016,pp-west-coast-eagles--joshua-kennedy,Joshua Kennedy,1987-08-25,196,102,10711,29.345
2016,pp-gold-coast-suns--thomas-lynch,Tom Lynch,1992-10-31,199,99,8817,24.156
2016,pp-melbourne-demons--max-gawn,Max Gawn,1991-12-30,209,111,9123,24.995
2016,pp-geelong-cats--patrick-dangerfield,Patrick Dangerfield,1990-04-05,189,97,9757,26.732
2016,pp-geelong-cats--joel-selwood,Joel Selwood,1988-05-26,183,84,10436,28.592
2016,pp-western-bulldogs--marcus-bontempelli,Marcus Bontempelli,1995-11-24,193,93,7698,21.09
2016,pp-sydney-swans--luke-parker,Luke Parker,1992-10-25,183,88,8823,24.173
2016,pp-richmond-tigers--dustin-martin,Dustin Martin,1991-06-26,187,92,9310,25.507
2016,pp-western-bulldogs--matthew-boyd,Matthew Boyd,1982-08-27,184,88,12535,34.342
2017,pp-melbourne-demons--michael-hibberd,Michael Hibberd,1990-01-03,186,94,10214,27.984
2017,pp-richmond-tigers--alex-rance,Alex Rance,1989-10-09,194,95,10300,28.219
2017,pp-west-coast-eagles--jeremy-mcgovern,Jeremy McGovern,1992-04-15,197,99,9381,25.701
2017,pp-adelaide-crows--rory-laird,Rory Laird,1993-12-29,178,78,8758,23.995
2017,pp-essendon-bombers--michael-hurley,Michael Hurley,1990-06-01,193,94,10065,27.575
2017,pp-carlton-blues--sam-docherty,Sam Docherty,1993-10-17,185,86,8831,24.195
2017,pp-greater-western-sydney-giants--joshua-kelly,Joshua Kelly,1995-02-12,182,83,8348,22.871
2017,pp-richmond-tigers--dustin-martin,Dustin Martin,1991-06-26,187,92,9675,26.507
2017,pp-essendon-bombers--zachary-merrett,Zachary Merrett,1995-10-03,179,85,8115,22.233
2017,pp-port-adelaide-power--robert-gray,Robbie Gray,1988-03-30,183,84,10858,29.748
2017,pp-sydney-swans--lance-franklin,Lance Franklin,1987-01-30,199,106,11283,30.912
2017,pp-brisbane-lions--dayne-zorko,Dayne Zorko,1989-02-09,175,82,10542,28.882
2017,pp-essendon-bombers--joe-daniher,Joe Daniher,1994-03-04,201,97,8693,23.816
2017,pp-west-coast-eagles--joshua-kennedy,Joshua Kennedy,1987-08-25,196,102,11076,30.345
2017,pp-adelaide-crows--edward-betts,Eddie Betts,1986-11-26,174,74,11348,31.09
2017,pp-port-adelaide-power--patrick-ryder,Patrick Ryder,1988-03-14,197,95,10874,29.792
2017,pp-geelong-cats--patrick-dangerfield,Patrick Dangerfield,1990-04-05,189,97,10122,27.732
2017,pp-hawthorn-hawks--tom-mitchell,Tom Mitchell,1993-05-31,182,83,8970,24.575
2017,pp-adelaide-crows--matt-crouch,Matt Crouch,1995-04-21,182,80,8280,22.685
2017,pp-west-coast-eagles--elliot-yeo,Elliot Yeo,1993-10-01,190,91,8847,24.238
2017,pp-geelong-cats--joel-selwood,Joel Selwood,1988-05-26,183,84,10801,29.592
2017,pp-greater-western-sydney-giants--dylan-shiel,Dylan Shiel,1993-03-09,182,84,9053,24.803
2018,pp-geelong-cats--thomas-stewart,Thomas Stewart,1993-03-15,190,88,9412,25.786
2018,pp-richmond-tigers--alex-rance,Alex Rance,1989-10-09,194,95,10665,29.219
2018,pp-adelaide-crows--rory-laird,Rory Laird,1993-12-29,178,78,9123,24.995
2018,pp-west-coast-eagles--shannon-hurn,Shannon Hurn,1987-09-04,187,95,11431,31.318
2018,pp-west-coast-eagles--jeremy-mcgovern,Jeremy McGovern,1992-04-15,197,99,9746,26.701
2018,pp-greater-western-sydney-giants--lachie-whitfield,Lachie Whitfield,1994-07-18,185,83,8922,24.444
2018,pp-west-coast-eagles--andrew-gaff,Andrew Gaff,1992-06-16,183,85,9684,26.532
2018,pp-richmond-tigers--dustin-martin,Dustin Martin,1991-06-26,187,92,10040,27.507
2018,pp-collingwood-magpies--steele-sidebottom,Steele Sidebottom,1991-01-02,184,84,10215,27.986
2018,pp-geelong-cats--patrick-dangerfield,Patrick Dangerfield,1990-04-05,189,97,10487,28.732
2018,pp-sydney-swans--lance-franklin,Lance Franklin,1987-01-30,199,106,11648,31.912
2018,pp-port-adelaide-power--robert-gray,Robbie Gray,1988-03-30,183,84,11223,30.748
2018,pp-hawthorn-hawks--jack-gunston,Jack Gunston,1991-10-16,193,86,9928,27.2
2018,pp-richmond-tigers--jack-riewoldt,Jack Riewoldt,1988-10-31,193,92,11008,30.159
2018,pp-hawthorn-hawks--luke-breust,Luke Breust,1990-11-11,184,83,10267,28.129
2018,pp-melbourne-demons--max-gawn,Max Gawn,1991-12-30,209,111,9853,26.995
2018,pp-carlton-blues--patrick-cripps,Patrick Cripps,1995-03-18,195,93,8679,23.778
2018,pp-hawthorn-hawks--tom-mitchell,Tom Mitchell,1993-05-31,182,83,9335,25.575
2018,pp-collingwood-magpies--brodie-grundy,Brodie Grundy,1994-04-15,203,104,9016,24.701
2018,pp-melbourne-demons--clayton-oliver,Clayton Oliver,1997-07-22,189,87,7822,21.43
2018,pp-kangaroos--shaun-higgins,Shaun Higgins,1988-03-04,184,89,11249,30.819
2018,pp-richmond-tigers--shane-edwards,Shane Edwards,1988-10-25,182,78,11014,30.175
2019,pp-geelong-cats--thomas-stewart,Thomas Stewart,1993-03-15,190,88,9777,26.786
2019,pp-brisbane-lions--harris-andrews,Harris Andrews,1996-12-11,202,100,8410,23.041
2019,pp-richmond-tigers--dylan-grimes,Dylan Grimes,1991-07-16,194,91,10385,28.452
2019,pp-richmond-tigers--bachar-houli,Bachar Houli,1988-05-12,180,83,11545,31.63
2019,pp-west-coast-eagles--jeremy-mcgovern,Jeremy McGovern,1992-04-15,197,99,10111,27.701
2019,pp-west-coast-eagles--shannon-hurn,Shannon Hurn,1987-09-04,187,95,11796,32.318
2019,pp-western-bulldogs--marcus-bontempelli,Marcus Bontempelli,1995-11-24,193,93,8793,24.09
2019,pp-carlton-blues--patrick-cripps,Patrick Cripps,1995-03-18,195,93,9044,24.778
2019,pp-geelong-cats--tim-kelly,Tim Kelly,1994-07-26,183,85,9279,25.422
2019,pp-geelong-cats--patrick-dangerfield,Patrick Dangerfield,1990-04-05,189,97,10852,29.732
2019,pp-greater-western-sydney-giants--jeremy-cameron,Jeremy Cameron,1993-04-01,196,94,9760,26.74
2019,pp-fremantle-dockers--michael-walters,Michael Walters,1991-01-07,176,79,10575,28.973
2019,pp-west-coast-eagles--jack-darling,Jack Darling,1992-06-13,191,95,10052,27.54
2019,pp-geelong-cats--tom-hawkins,Tom Hawkins,1988-07-21,198,104,11475,31.438
2019,pp-brisbane-lions--charlie-cameron,Charlie Cameron,1994-07-05,180,76,9300,25.479
2019,pp-collingwood-magpies--brodie-grundy,Brodie Grundy,1994-04-15,203,104,9381,25.701
2019,pp-fremantle-dockers--nathan-fyfe,Nathan Fyfe,1991-09-18,191,94,10321,28.277
2019,pp-brisbane-lions--lachie-neale,Lachie Neale,1993-05-24,178,84,9707,26.595
2019,pp-collingwood-magpies--scott-pendlebury,Scott Pendlebury,1988-01-07,191,86,11671,31.975
2019,pp-west-coast-eagles--elliot-yeo,Elliot Yeo,1993-10-01,190,91,9577,26.238
2019,pp-melbourne-demons--max-gawn,Max Gawn,1991-12-30,209,111,10218,27.995
2019,pp-western-bulldogs--jackson-macrae,Jackson Macrae,1994-08-03,192,88,9271,25.4
2020,pp-west-coast-eagles--bradley-sheppard,Bradley Sheppard,1991-05-23,187,85,10805,29.603
2020,pp-brisbane-lions--harris-andrews,Harris Andrews,1996-12-11,202,100,8776,24.044
2020,pp-fremantle-dockers--luke-ryan,Luke Ryan,1996-02-06,186,92,9085,24.89
2020,pp-greater-western-sydney-giants--nick-haynes,Nick Haynes,1992-05-18,193,90,10444,28.614
2020,pp-collingwood-magpies--darcy-moore,Darcy Moore,1996-01-25,203,100,9097,24.923
2020,pp-port-adelaide-power--darcy-byrne-jones,Darcy Byrne-Jones,1995-09-20,181,76,9224,25.271
2020,pp-western-bulldogs--jackson-macrae,Jackson Macrae,1994-08-03,192,88,9637,26.403
2020,pp-port-adelaide-power--travis-boak,Travis Boak,1988-08-01,183,85,11830,32.411
2020,pp-geelong-cats--cameron-guthrie,Cameron Guthrie,1992-08-19,187,88,10351,28.359
2020,pp-geelong-cats--patrick-dangerfield,Patrick Dangerfield,1990-04-05,189,97,11218,30.734
2020,pp-port-adelaide-power--charlie-dixon,Charlie Dixon,1990-09-23,200,107,11047,30.266
2020,pp-western-bulldogs--marcus-bontempelli,Marcus Bontempelli,1995-11-24,193,93,9159,25.093
2020,pp-west-coast-eagles--liam-ryan,Liam Ryan,1996-10-02,180,76,8846,24.236
2020,pp-geelong-cats--tom-hawkins,Tom Hawkins,1988-07-21,198,104,11841,32.441
2020,pp-richmond-tigers--dustin-martin,Dustin Martin,1991-06-26,187,92,10771,29.51
2020,pp-west-coast-eagles--nicholas-naitanui,Nicholas Naitanui,1990-05-04,202,112,11189,30.655
2020,pp-melbourne-demons--christian-petracca,Christian Petracca,1996-01-04,187,98,9118,24.981
2020,pp-brisbane-lions--lachie-neale,Lachie Neale,1993-05-24,178,84,10073,27.597
2020,pp-st-kilda-saints--jack-steele,Jack Steele,1995-12-13,187,88,9140,25.041
2020,pp-collingwood-magpies--taylor-adams,Taylor Adams,1993-09-20,181,84,9954,27.271
2020,pp-western-bulldogs--caleb-daniel,Caleb Daniel,1996-07-07,170,71,8933,24.474
2020,pp-melbourne-demons--max-gawn,Max Gawn,1991-12-30,209,111,10584,28.997
2021,pp-melbourne-demons--jake-lever,Jake Lever,1996-03-05,195,92,9422,25.814
2021,pp-melbourne-demons--steven-may,Steven May,1992-01-10,193,101,10938,29.967
2021,pp-geelong-cats--thomas-stewart,Thomas Stewart,1993-03-15,190,88,10508,28.789
2021,pp-brisbane-lions--daniel-rich,Daniel Rich,1990-06-07,183,95,11520,31.562
2021,pp-port-adelaide-power--aliir-aliir,Aliir Aliir,1994-09-05,194,96,9969,27.312
2021,pp-western-bulldogs--bailey-dale,Bailey Dale,1996-07-22,187,83,9283,25.433
2021,pp-essendon-bombers--zachary-merrett,Zachary Merrett,1995-10-03,179,85,9576,26.236
2021,pp-port-adelaide-power--oliver-wines,Oliver Wines,1994-10-07,187,98,9937,27.225
2021,pp-carlton-blues--sam-walsh,Sam Walsh,2000-07-02,184,84,7842,21.485
2021,pp-western-bulldogs--marcus-bontempelli,Marcus Bontempelli,1995-11-24,193,93,9524,26.093
2021,pp-geelong-cats--tom-hawkins,Tom Hawkins,1988-07-21,198,104,12206,33.441
2021,pp-melbourne-demons--christian-petracca,Christian Petracca,1996-01-04,187,98,9483,25.981
2021,pp-greater-western-sydney-giants--toby-greene,Toby Greene,1993-09-25,182,84,10314,28.258
2021,pp-carlton-blues--harry-mckay,Harry McKay,1997-12-24,204,104,8763,24.008
2021,pp-sydney-swans--tom-papley,Tom Papley,1996-07-13,177,80,9292,25.458
2021,pp-melbourne-demons--max-gawn,Max Gawn,1991-12-30,209,111,10949,29.997
2021,pp-western-bulldogs--jackson-macrae,Jackson Macrae,1994-08-03,192,88,10002,27.403
2021,pp-melbourne-demons--clayton-oliver,Clayton Oliver,1997-07-22,189,87,8918,24.433
2021,pp-essendon-bombers--darcy-parish,Darcy Parish,1997-07-25,180,82,8915,24.425
2021,pp-west-coast-eagles--nicholas-naitanui,Nicholas Naitanui,1990-05-04,202,112,11554,31.655
2021,pp-gold-coast-suns--touk-miller,Touk Miller,1996-02-22,178,84,9434,25.847
2021,pp-st-kilda-saints--jack-steele,Jack Steele,1995-12-13,187,88,9505,26.041
2022,pp-geelong-cats--thomas-stewart,Thomas Stewart,1993-03-15,190,88,10873,29.789
2022,pp-melbourne-demons--steven-may,Steven May,1992-01-10,193,101,11303,30.967
2022,pp-collingwood-magpies--brayden-maynard,Brayden Maynard,1996-09-20,189,93,9588,26.268
2022,pp-st-kilda-saints--jack-sinclair,Jack Sinclair,1995-02-12,181,82,10174,27.874
2022,pp-greater-western-sydney-giants--sam-taylor,Sam Taylor,1999-05-05,196,95,8631,23.647
2022,pp-carlton-blues--adam-saad,Adam Saad,1994-07-23,178,77,10378,28.433
2022,pp-gold-coast-suns--touk-miller,Touk Miller,1996-02-22,178,84,9799,26.847
2022,pp-melbourne-demons--clayton-oliver,Clayton Oliver,1997-07-22,189,87,9283,25.433
2022,pp-sydney-swans--callum-mills,Callum Mills,1997-04-02,187,87,9394,25.737
2022,pp-melbourne-demons--christian-petracca,Christian Petracca,1996-01-04,187,98,9848,26.981
2022,pp-geelong-cats--jeremy-cameron,Jeremy Cameron,1993-04-01,196,94,10856,29.742
2022,pp-richmond-tigers--shai-bolton,Shai Bolton,1998-12-08,175,77,8779,24.052
2022,pp-carlton-blues--charlie-curnow,Charlie Curnow,1997-02-03,192,92,9452,25.896
2022,pp-geelong-cats--tom-hawkins,Tom Hawkins,1988-07-21,198,104,12571,34.441
2022,pp-geelong-cats--tyson-stengle,Tyson Stengle,1998-10-19,175,73,8829,24.189
2022,pp-melbourne-demons--max-gawn,Max Gawn,1991-12-30,209,111,11314,30.997
2022,pp-carlton-blues--patrick-cripps,Patrick Cripps,1995-03-18,195,93,10140,27.781
2022,pp-brisbane-lions--lachie-neale,Lachie Neale,1993-05-24,178,84,10803,29.597
2022,pp-geelong-cats--mark-blicavs,Mark Blicavs,1991-03-28,198,101,11591,31.756
2022,pp-fremantle-dockers--andrew-brayshaw,Andrew Brayshaw,1999-11-08,185,86,8444,23.134
2022,pp-sydney-swans--isaac-heeney,Isaac Heeney,1996-05-05,185,87,9726,26.647
2022,pp-port-adelaide-power--connor-rozee,Connor Rozee,2000-01-22,185,80,8369,22.929
2023,pp-hawthorn-hawks--james-sicily,James Sicily,1995-01-06,187,87,10586,29.003
2023,pp-st-kilda-saints--callum-wilkie,Callum Wilkie,1996-03-10,191,87,10157,27.827
2023,pp-geelong-cats--thomas-stewart,Thomas Stewart,1993-03-15,190,88,11248,30.816
2023,pp-st-kilda-saints--jack-sinclair,Jack Sinclair,1995-02-12,181,82,10549,28.901
2023,pp-collingwood-magpies--darcy-moore,Darcy Moore,1996-01-25,203,100,10202,27.951
2023,pp-port-adelaide-power--dan-houston,Dan Houston,1997-05-12,186,88,9729,26.655
2023,pp-sydney-swans--errol-gulden,Errol Gulden,2002-07-18,176,78,7836,21.468
2023,pp-western-bulldogs--marcus-bontempelli,Marcus Bontempelli,1995-11-24,193,93,10264,28.121
2023,pp-collingwood-magpies--josh-daicos,Josh Daicos,1998-11-26,178,78,9166,25.112
2023,pp-port-adelaide-power--connor-rozee,Connor Rozee,2000-01-22,185,80,8744,23.956
2023,pp-adelaide-crows--taylor-walker,Taylor Walker,1990-04-25,194,102,12303,33.707
2023,pp-melbourne-demons--christian-petracca,Christian Petracca,1996-01-04,187,98,10223,28.008
2023,pp-brisbane-lions--charlie-cameron,Charlie Cameron,1994-07-05,180,76,10771,29.51
2023,pp-carlton-blues--charlie-curnow,Charlie Curnow,1997-02-03,192,92,9827,26.923
2023,pp-greater-western-sydney-giants--toby-greene,Toby Greene,1993-09-25,182,84,11054,30.285
2023,pp-western-bulldogs--timothy-english,Timothy English,1997-08-10,207,103,9639,26.408
2023,pp-port-adelaide-power--zak-butters,Zak Butters,2000-09-08,181,78,8514,23.326
2023,pp-collingwood-magpies--nick-daicos,Nick Daicos,2003-01-03,184,73,7667,21.005
2023,pp-adelaide-crows--jordan-dawson,Jordan Dawson,1997-04-09,192,86,9762,26.745
2023,pp-kangaroos--nick-larkey,Nick Larkey,1998-06-06,198,95,9339,25.586
2023,pp-essendon-bombers--zachary-merrett,Zach Merrett,1995-10-03,179,85,10316,28.263
2023,pp-fremantle-dockers--caleb-serong,Caleb Serong,2001-02-09,179,83,8360,22.904
